container.title,created,doi,title,type,first.author,authors
Marine Mammal Science,2006-08-26,10.1111/j.1748-7692.2001.tb00982.x,TWO APPROACHES TO COMPRESSING AND INTERPRETING TIME-DEPTH INFORMATION AS AS COLLECTED BY TIME-DEPTH RECORDERS AND SATELLITE-LINKED DATA RECORDERS,journal-article,Fedak,"Michael A. Fedak, Phil Lovell, Susanna M. Grant"
Marine Mammal Science,2006-08-26,10.1111/j.1748-7692.2002.tb01066.x,MONITORING THE PREY-FIELD OF MARINE PREDATORS: COMBINING DIGITAL IMAGING WITH DATALOGGING TAGS,journal-article,Hooker,"Sascha K. Hooker, Ian L. Boyd, Mark Jessopp, Oliver Cox, John Blackwell, Peter L. Boveng, John L. Bengtson"
Marine Mammal Science,2008-04-22,10.1111/j.1748-7692.2007.00180.x,A simple new algorithm to filter marine mammal Argos locations,journal-article,Freitas,"Carla Freitas, Christian Lydersen, Michael A. Fedak, Kit M. Kovacs"
Marine Mammal Science,2009-02-18,10.1111/j.1748-7692.2008.00255.x,"Swimming speed, respiration rate, and estimated cost of transport in adult killer whales",journal-article,Williams,"Rob Williams, Dawn P. Noren"
The Journal of Wildlife Management,2011-10-13,10.1111/j.1937-2817.2010.tb01236.x,Uninformative Parameters and Model Selection Using Akaike's Information Criterion,journal-article,ARNOLD,TODD W. ARNOLD
Methods in Ecology and Evolution,2012-02-07,10.1111/j.2041-210x.2012.00185.x,Geolocation by light: accuracy and precision affected by environmental factors,journal-article,Lisovski,"Simeon Lisovski, Chris M. Hewson, Raymond H. G. Klaassen, Fränzi Korner-Nievergelt, Mikkel W. Kristensen, Steffen Hahn"
Methods in Ecology and Evolution,2012-10-01,10.1111/j.2041-210x.2012.00248.x,"<tt>G</tt>
                        <tt>eo</tt>
                        <tt>L</tt>
                        <tt>ight</tt>
 - processing and analysing light-based geolocator data in <tt>R</tt>",journal-article,Lisovski,"Simeon Lisovski, Steffen Hahn"
Journal of Avian Biology,2017-01-16,10.1111/jav.01298,Soaring across continents: decision-making of a soaring migrant under changing atmospheric conditions along an entire flyway,journal-article,Vansteelant,"Wouter M. G. Vansteelant, Judy Shamoun-Baranes, James McLaren, Jan van Diermen, Willem Bouten"
Journal of Field Ornithology,2013-05-27,10.1111/jofo.12011,Advances in tracking small migratory birds: a technical review of light-level geolocation,journal-article,Bridge,"Eli S. Bridge, Jeffrey F. Kelly, Andrea Contina, Richard M. Gabrielson, Robert B. MacCurdy, David W. Winkler"
Marine Mammal Science,2013-11-13,10.1111/mms.12083,Drag of suction cup tags on swimming animals: Modeling and measurement,journal-article,Alex Shorter,"K. Alex Shorter, Mark M. Murray, Mark Johnson, Michael Moore, Laurens E. Howle"
Marine Mammal Science,2017-06-02,10.1111/mms.12408,A day in the life of a dolphin: Using bio‐logging tags for improved animal health and well‐being,journal-article,Alex Shorter,"K. Alex Shorter, Yunli Shao, Lauro Ojeda, Kira Barton, Julie Rocho‐Levine, Julie Hoop, Michael Moore"
Marine Mammal Science,2019-06-21,10.1111/mms.12627,Simulated and experimental estimates of hydrodynamic drag from bio‐logging tags,journal-article,Zhang,"Ding Zhang, Julie M. Hoop, Victor Petrov, Julie Rocho‐Levine, Michael J. Moore, K. Alex Shorter"
Science,2005-01-13,10.1126/science.1106042,Global Circumnavigations: Tracking Year-Round Ranges of Nonbreeding Albatrosses,journal-article,Croxall,"John P. Croxall, Janet R. D. Silk, Richard A. Phillips, Vsevolod Afanasyev, Dirk R. Briggs"
Science,2014-04-03,10.1126/science.1242552,Migratory Animals Couple Biodiversity and Ecosystem Functioning Worldwide,journal-article,Bauer,"S. Bauer, B. J. Hoye"
Science,2014-10-02,10.1126/science.1256424,Flexible energetics of cheetah hunting strategies provide resistance against kleptoparasitism,journal-article,Scantlebury,"David M. Scantlebury, Michael G. L. Mills, Rory P. Wilson, John W. Wilson, Margaret E. J. Mills, Sarah M. Durant, Nigel C. Bennett, Peter Bradford, Nikki J. Marks, John R. Speakman"
Science,2006-10-05,10.1126/science.151.3717.1553,"Maximum Diving Capacities of the Weddell Seal,
            <i>Leptonychotes weddelli</i>",journal-article,Kooyman,Gerald L. Kooyman
Science,2018-05-24,10.1126/science.aap7781,From local collective behavior to global migratory patterns in white storks,journal-article,Flack,"Andrea Flack, Máté Nagy, Wolfgang Fiedler, Iain D. Couzin, Martin Wikelski"
Science,2018-09-06,10.1126/science.aat0985,Is ungulate migration culturally transmitted? Evidence of social learning from translocated animals,journal-article,Jesmer,"Brett R. Jesmer, Jerod A. Merkle, Jacob R. Goheen, Ellen O. Aikens, Jeffrey L. Beck, Alyson B. Courtemanch, Mark A. Hurley, Douglas E. McWhirter, Hollie M. Miyasaki, Kevin L. Monteith, Matthew. J. Kauffman"
Veterinary Record,2010-10-08,10.1136/vr.146.9.251,Field immobilisation of southern elephant seals with intravenous tiletamine and zolazepam,journal-article,McMahon,"C. R. McMahon, H. Burton, D. Slip, S. McLean, M. Bester"
Canadian Journal of Fisheries and Aquatic Sciences,2013-01-29,10.1139/cjfas-2012-0218,"Evaluation of a simple technique for recovering fish from capture stress: integrating physiology, biotelemetry, and social science to solve a conservation problem",journal-article,Donaldson,"M.R. Donaldson, G.D. Raby, V.N. Nguyen, S.G. Hinch, D.A. Patterson, A.P. Farrell, M.A. Rudd, L.A. Thompson, C.M. O'Connor, A.H. Colotelo, S.H. McConnachie, K.V. Cook, D. Robichaud, K.K. English, S.J. Cooke"
Canadian Journal of Fisheries and Aquatic Sciences,2017-01-13,10.1139/cjfas-2016-0261,To share or not to share in the emerging era of big data: perspectives from fish telemetry researchers on data sharing,journal-article,Nguyen,"Vivian M. Nguyen, Jill L. Brooks, Nathan Young, Robert J. Lennox, Neal Haddaway, Frederick G. Whoriskey, Robert Harcourt, Steven J. Cooke"
Canadian Journal of Fisheries and Aquatic Sciences,2011-04-24,10.1139/f01-136,Successful recovery of the physiological status of coho salmon on board a commercial gillnet vessel by means of a newly designed revival box,journal-article,Farrell,"A P Farrell, P E Gallaugher, J Fraser, D Pike, P Bowering, A KM Hadwin, W Parkhouse, R Routledge"
Canadian Journal of Fisheries and Aquatic Sciences,2003-01-07,10.1139/f02-139,Key principles for understanding fish bycatch discard mortality,journal-article,Davis,Michael W Davis
Canadian Journal of Fisheries and Aquatic Sciences,2005-09-14,10.1139/f05-126,Metabolic rates and swimming performance of adult Fraser River sockeye salmon (<i>Oncorhynchus nerka</i>) after a controlled infection with<i>Parvicapsula minibicornis</i>,journal-article,Wagner,"G N Wagner, S G Hinch, L J Kuchel, A Lotto, S RM Jones, D A Patterson, J S Macdonald, G Van Der Kraak, M Shrimpton, K K English, S Larsson, S J Cooke, M C Healey, A P Farrell"
Canadian Journal of Fisheries and Aquatic Sciences,2006-06-06,10.1139/f06-014,"Physiological and energetic correlates of en route mortality for abnormally early migrating adult sockeye salmon (<i>Oncorhynchus nerka</i>) in the Thompson River, British Columbia",journal-article,Young,"Jeffery L Young, Scott G Hinch, Steven J Cooke, Glenn T Crossin, David A Patterson, Anthony P Farrell, Glen Van Der Kraak, Andrew G Lotto, Andrea Lister, Michael C Healey, Karl K English"
Canadian Journal of Zoology,2002-11-05,10.1139/z02-048,Parental care patterns and energetics of smallmouth bass (<i>Micropterus dolomieu</i>) and largemouth bass (<i>Micropterus salmoides</i>) monitored with activity transmitters,journal-article,Cooke,"Steven J Cooke, David P Philipp, Patrick J Weatherhead"
Canadian Journal of Zoology,2005-09-27,10.1139/z05-113,Behavioral thermoregulation by maturing adult sockeye salmon (<i>Oncorhynchus nerka</i>) in a stratified lake prior to spawning,journal-article,Newell,"Jennifer C Newell, Thomas P Quinn"
Canadian Journal of Zoology,2011-04-24,10.1139/z99-022,The development of diving behavior in juvenile Weddell seals: pushing physiological limits in order to survive,journal-article,Burns,Jennifer M Burns
Annual Review of Physiology,2002-07-27,10.1146/annurev.physiol.60.1.19,THE PHYSIOLOGICAL BASIS OF DIVING TO DEPTH: Birds and Mammals,journal-article,Kooyman,"G. L. Kooyman, P. J. Ponganis"
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",2007-10-24,10.1152/ajpregu.00570.2007,"Fever and sickness behavior during an opportunistic infection in a free-living antelope, the greater kudu (<i>Tragelaphus strepsiceros</i>)",journal-article,Hetem,"Robyn S. Hetem, Duncan Mitchell, Shane K. Maloney, Leith C. R. Meyer, Linda G. Fick, Graham I. H. Kerley, Andrea Fuller"
Journal of Applied Physiology,2017-12-21,10.1152/jappl.1986.61.4.1570,Microcomputer monitor and blood sampler for free-diving Weddell seals,journal-article,Hill,R. D. Hill
Physiological Reviews,2017-12-24,10.1152/physrev.1997.77.3.591,The stress response in fish,journal-article,Wendelaar Bonga,S. E. Wendelaar Bonga
EURASIP Journal on Advances in Signal Processing,2009-11-02,10.1155/2010/732586,A New Method to Calibrate Attachment Angles of Data Loggers in Swimming Sharks,journal-article,Kawatsu,"Shizuka Kawatsu, Katsufumi Sato, Yuuki Watanabe, Susumu Hyodo, Jason P. Breves, Bradley K. Fox, E. Gordon Grau, Nobuyuki Miyazaki"
Animal Biotelemetry,2014-03-28,10.1186/2050-3385-2-5,Tri-axial accelerometers quantify behaviour in the Eurasian badger (Meles meles): towards an automated interpretation of field data,journal-article,McClune,"David W McClune, Nikki J Marks, Rory P Wilson, Jonathan DR Houghton, Ian W Montgomery, Natasha E McGowan, Eamonn Gormley, Michael Scantlebury"
Movement Ecology,2013-08-05,10.1186/2051-3933-1-5,Mixed strategies of griffon vultures’ (Gyps fulvus) response to food deprivation lead to a hump-shaped movement pattern,journal-article,Spiegel,"Orr Spiegel, Roi Harel, Wayne M Getz, Ran Nathan"
Movement Ecology,2014-03-28,10.1186/2051-3933-2-6,Optimizing acceleration-based ethograms: the use of variable-time versus fixed-time segmentation,journal-article,Bom,"Roeland A Bom, Willem Bouten, Theunis Piersma, Kees Oosterbeek, Jan A van Gils"
Animal Biotelemetry,2015-05-26,10.1186/s40317-015-0044-9,Tracking sharks without teeth: a non-invasive rigid tag attachment for large predatory sharks,journal-article,Chapple,"Taylor K. Chapple, Adrian C. Gleiss, Oliver J. D. Jewell, Martin Wikelski, Barbara A. Block"
Animal Biotelemetry,2015-09-29,10.1186/s40317-015-0075-2,Challenges of measuring body temperatures of free-ranging birds and mammals,journal-article,McCafferty,"D. J. McCafferty, S. Gallon, A. Nord"
Animal Biotelemetry,2019-08-12,10.1186/s40317-019-0176-4,Validation of ECG-derived heart rate recordings in Atlantic cod (Gadus morhua L.) with an implantable data logging system,journal-article,Bjarnason,"Ásgeir Bjarnason, Andrés Gunnarsson, Tómas Árnason, Matthías Oddgeirsson, Anton Björn Sigmarsson, Ásgeir Gunnarsson"
Animal Biotelemetry,2021-08-26,10.1186/s40317-021-00256-w,"Tools for integrating inertial sensor data with video bio-loggers, including estimation of animal orientation, motion, and position",journal-article,Cade,"David E. Cade, William T. Gough, Max F. Czapanskiy, James A. Fahlbusch, Shirel R. Kahane-Rapport, Jacob M. J. Linsky, Ross C. Nichols, William K. Oestreich, Danuta M. Wisniewska, Ari S. Friedlaender, Jeremy A. Goldbogen"
Movement Ecology,2015-03-04,10.1186/s40462-015-0032-y,Analysis and visualisation of movement: an interdisciplinary review,journal-article,Demšar,"Urška Demšar, Kevin Buchin, Francesca Cagnacci, Kamran Safi, Bettina Speckmann, Nico Van de Weghe, Daniel Weiskopf, Robert Weibel"
Climate Change Responses,2016-11-28,10.1186/s40665-016-0024-1,Towards a mechanistic understanding of the responses of large terrestrial mammals to heat and aridity associated with climate change,journal-article,Fuller,"Andrea Fuller, Duncan Mitchell, Shane K. Maloney, Robyn S. Hetem"
Statistical Science,2007-12-16,10.1214/ss/1177011136,Inference from Iterative Simulation Using Multiple Sequences,journal-article,Gelman,"Andrew Gelman, Donald B. Rubin"
Journal of Experimental Biology,2007-11-30,10.1242/jeb.011221,Returning on empty: extreme blood O2 depletion underlies dive capacity of emperor penguins,journal-article,Ponganis,"P. J. Ponganis, T. K. Stockard, J. U. Meir, C. L. Williams, K. V. Ponganis, R. P. van Dam, R. Howard"
Journal of Experimental Biology,2005-01-05,10.1242/jeb.01327,Biosonar performance of foraging beaked whales (<i>Mesoplodon densirostris</i>),journal-article,Madsen,"P. T. Madsen, M. Johnson, N. Aguilar de Soto, W. M. X. Zimmer, P. Tyack"
Journal of Experimental Biology,2005-07-25,10.1242/jeb.01687,Air sac<i>P</i>O2 and oxygen depletion during dives of emperor penguins,journal-article,Knower Stockard,"T. Knower Stockard, J. Heil, J. U. Meir, K. Sato, K. V. Ponganis, P. J. Ponganis"
Journal of Experimental Biology,2005-11-04,10.1242/jeb.01884,Year-round recordings of behavioural and physiological parameters reveal the survival strategy of a poorly insulated diving endotherm during the Arctic winter,journal-article,Grémillet,"David Grémillet, Grégoire Kuntz, Anthony J. Woakes, Caroline Gilbert, Jean-Patrice Robin, Yvon Le Maho, Patrick J. Butler"
Journal of Experimental Biology,2006-11-02,10.1242/jeb.02536,"Seasonal adjustment of energy budget in a large wild mammal, the Przewalski horse (<i>Equus ferus przewalskii</i>) II. Energy expenditure",journal-article,Arnold,"Walter Arnold, Thomas Ruf, Regina Kuntz"
Journal of Experimental Biology,2008-12-26,10.1242/jeb.026096,O2 store management in diving emperor penguins,journal-article,Ponganis,"P. J. Ponganis, T. K. Stockard, J. U. Meir, C. L. Williams, K. V. Ponganis, R. Howard"
Journal of Experimental Biology,2009-12-13,10.1242/jeb.037655,Scanning sonar of rolling porpoises during prey capture dives,journal-article,Akamatsu,"T. Akamatsu, D. Wang, K. Wang, S. Li, S. Dong"
Journal of Experimental Biology,2011-05-11,10.1242/jeb.052233,What triggers the aerobic dive limit? Patterns of muscle oxygen depletion during dives of emperor penguins,journal-article,Williams,"Cassondra L. Williams, Jessica U. Meir, Paul J. Ponganis"
Journal of Experimental Biology,2011-02-23,10.1242/jeb.052282,Regulation of heart rate and rumen temperature in red deer: effects of season and food intake,journal-article,Turbill,"Christopher Turbill, Thomas Ruf, Thomas Mang, Walter Arnold"
Journal of Experimental Biology,2011-11-09,10.1242/jeb.062943,Energy expenditure of freely swimming adult green turtles (<i>Chelonia mydas</i>) and its link with body acceleration,journal-article,Enstipp,"Manfred R. Enstipp, Stéphane Ciccione, Benoit Gineste, Myriam Milbergue, Katia Ballorain, Yan Ropert-Coudert, Akiko Kato, Virginie Plot, Jean-Yves Georges"
Journal of Experimental Biology,2012-08-03,10.1242/jeb.075432,Autonomous measurement of ingestion and digestion processes in free swimming sharks,journal-article,Meyer,"Carl Meyer, Kim Holland"
Journal of Experimental Biology,2014-05-07,10.1242/jeb.103259,Using accelerometers to determine the calling behavior of tagged baleen whales,journal-article,Goldbogen,"Jeremy A. Goldbogen, Alison K. Stimpert, Stacy L. DeRuiter, John Calambokidis, Ari S. Friedlaender, Greg S. Schorr, David J. Moretti, Peter L. Tyack, Brandon L. Southall"
Journal of Experimental Biology,2014-11-14,10.1242/jeb.113415,Buzzing during biosonar-based interception of prey in the delphinids <i>Tursiops truncatus</i> and <i>Pseudorca crassidens</i>,journal-article,Wisniewska,"Danuta M. Wisniewska, Mark Johnson, Paul E. Nachtigall, Peter T. Madsen"
Journal of Experimental Biology,2021-04-25,10.1242/jeb.131.1.117,"Swimming in the California sea lion: morphometrics, drag and energetics",journal-article,Feldkamp,Steven D. Feldkamp
Journal of Experimental Biology,2018-04-16,10.1242/jeb.177378,Combined use of two supervised learning algorithms to model sea turtle behaviours from tri-axial acceleration data,journal-article,Jeantet,"L. Jeantet, F. Dell'Amico, M. A. Forin-Wiart, M. Coutant, M. Bonola, D. Etienne, J. Gresser, S. Regis, N. Lecerf, F. Lefebvre, B. de Thoisy, Y. Le Maho, M. Brucker, N. Châtelain, R. Laesser, F. Crenner, Y. Handrich, R. Wilson, D. Chevallier"
Journal of Experimental Biology,2021-04-25,10.1242/jeb.185.1.179,POWER OUTPUT AND PROPULSIVE EFFICIENCY OF SWIMMING BOTTLENOSE DOLPHINS (TURSIOPS TRUNCATUS),journal-article,Fish,F. E. Fish
Journal of Experimental Biology,2021-04-25,10.1242/jeb.205.13.1917,The relationship between heart rate and rate of oxygen consumption in Galapagos marine iguanas (<i>Amblyrhynchus cristatus)</i>at two different temperatures,journal-article,Butler,"Patrick J. Butler, Peter B. Frappell, Tobias Wang, Martin Wikelski"
PLoS ONE,2009-04-28,10.1371/journal.pone.0005400,Scaling of Soaring Seabirds and Implications for Flight Abilities of Giant Pterosaurs,journal-article,Sato,"Katsufumi Sato, Kentaro Q. Sakamoto, Yutaka Watanuki, Akinori Takahashi, Nobuhiro Katsumata, Charles-André Bost, Henri Weimerskirch"
PLoS ONE,2009-10-12,10.1371/journal.pone.0007324,Bayesian Estimation of Animal Movement from Archival and Satellite Tags,journal-article,Sumner,"Michael D. Sumner, Simon J. Wotherspoon, Mark A. Hindell"
PLoS ONE,2011-01-26,10.1371/journal.pone.0014592,Dynamic Approach to Space and Habitat Use Based on Biased Random Bridges,journal-article,Benhamou,Simon Benhamou
PLoS ONE,2011-02-24,10.1371/journal.pone.0016854,"Migration Pathways, Behavioural Thermoregulation and Overwintering Grounds of Blue Sharks in the Northwest Atlantic",journal-article,Campana,"Steven E. Campana, Anna Dorey, Mark Fowler, Warren Joyce, Zeliang Wang, Dan Wright, Igor Yashayaev"
PLoS ONE,2011-07-20,10.1371/journal.pone.0021336,A Dispersive Migration in the Atlantic Puffin and Its Implications for Migratory Navigation,journal-article,Guilford,"Tim Guilford, Robin Freeman, Dave Boyle, Ben Dean, Holly Kirk, Richard Phillips, Chris Perrins"
PLoS ONE,2011-08-04,10.1371/journal.pone.0022311,Measuring Energy Expenditure in Sub-Adult and Hatchling Sea Turtles via Accelerometry,journal-article,Halsey,"Lewis G. Halsey, T. Todd Jones, David R. Jones, Nikolai Liebsch, David T. Booth"
PLoS ONE,2012-11-30,10.1371/journal.pone.0050556,On Higher Ground: How Well Can Dynamic Body Acceleration Determine Speed in Variable Terrain?,journal-article,Bidder,"Owen R. Bidder, Lama A. Qasem, Rory P. Wilson"
PLoS ONE,2013-12-23,10.1371/journal.pone.0083248,"Blood Oxygen Depletion Is Independent of Dive Function in a Deep Diving Vertebrate, the Northern Elephant Seal",journal-article,Meir,"Jessica U. Meir, Patrick W. Robinson, L. Ignacio Vilchis, Gerald L. Kooyman, Daniel P. Costa, Paul J. Ponganis"
PLoS ONE,2014-09-10,10.1371/journal.pone.0106997,GPS Based Daily Activity Patterns in European Red Deer and North American Elk (Cervus elaphus): Indication for a Weak Circadian Clock in Ungulates,journal-article,Ensing,"Erik P. Ensing, Simone Ciuti, Freek A. L. M. de Wijs, Dennis H. Lentferink, André ten Hoedt, Mark S. Boyce, Roelof A. Hut"
PLOS ONE,2015-06-10,10.1371/journal.pone.0127667,"Unexpected Positive Buoyancy in Deep Sea Sharks, Hexanchus griseus, and a Echinorhinus cookei",journal-article,Nakamura,"Itsumi Nakamura, Carl G. Meyer, Katsufumi Sato"
PLOS ONE,2015-08-28,10.1371/journal.pone.0136751,The Use of Acceleration to Code for Animal Behaviours; A Case Study in Free-Ranging Eurasian Beavers Castor fiber,journal-article,Graf,"Patricia M. Graf, Rory P. Wilson, Lama Qasem, Klaus Hackländer, Frank Rosell"
PLOS ONE,2015-12-16,10.1371/journal.pone.0144297,"Benefits of Group Foraging Depend on Prey Type in a Small Marine Predator, the Little Penguin",journal-article,Sutton,"Grace J. Sutton, Andrew J. Hoskins, John P. Y. Arnould"
PLOS ONE,2018-07-12,10.1371/journal.pone.0200287,Body density of humpback whales (Megaptera novaengliae) in feeding aggregations estimated from hydrodynamic gliding performance,journal-article,Narazaki,"Tomoko Narazaki, Saana Isojunno, Douglas P. Nowacek, Rene Swift, Ari S. Friedlaender, Christian Ramp, Sophie Smout, Kagari Aoki, Volker B. Deecke, Katsufumi Sato, Patrick J. O. Miller"
BioScience,2011-09-07,10.1525/bio.2011.61.9.7,Technology on the Move: Recent and Forthcoming Innovations for Tracking Migratory Birds,journal-article,Bridge,"Eli S. Bridge, Kasper Thorup, Melissa S. Bowlin, Phillip B. Chilson, Robert H. Diehl, René W. Fléron, Phillip Hartl, Roland Kays, Jeffrey F. Kelly, W. Douglas Robinson, Martin Wikelski"
Transactions of the American Fisheries Society,2004-06-07,10.1577/1548-8659(1986)115<577:pamfeo>2.0.co;2,Pathways and Mechanisms for Expulsion of Surgically Implanted Dummy Transmitters from Channel Catfish,journal-article,Marty,"Gary D. Marty, Robert C. Summerfelt"
Transactions of the American Fisheries Society,2004-06-07,10.1577/1548-8659(2001)130<0783:crtvfe>2.0.co;2,Cardiac Response to Variable Forced Exercise at Different Temperatures: An Angling Simulation for Smallmouth Bass,journal-article,Schreer,"Jason F. Schreer, Steven J. Cooke, R. S. McKinley"
Transactions of the American Fisheries Society,2006-05-31,10.1577/t05-023.1,"Effects of River Discharge, Temperature, and Future Climates on Energetics and Mortality of Adult Migrating Fraser River Sockeye Salmon",journal-article,Rand,"P. S. Rand, S. G. Hinch, J. Morrison, M. G. G. Foreman, M. J. MacNutt, J. S. Macdonald, M. C. Healey, A. P. Farrell, D. A. Higgs"
The Auk,2014-08-13,10.1642/auk-13-209.1,From colony to first patch: Processes of prey searching and social information in Cape Gannets,journal-article,Thiebault,"Andréa Thiebault, Ralf Mullers, Pierre Pistorius, María Andrea Meza-Torres, Laurent Dubroca, David Green, Yann Tremblay"
Journal of Mammalogy,2005-04-20,10.1644/brg-224.1,BODY TEMPERATURE AND ACTIVITY PATTERNS IN FREE-LIVING ARCTIC GROUND SQUIRRELS,journal-article,Long,"Ryan A. Long, Timothy J. Martin, Brian M. Barnes"
The Condor,2006-07-14,10.1650/0010-5422(2002)104[0679:awpsft]2.0.co;2,AMERICAN WHITE PELICAN SOARING FLIGHT TIMES AND ALTITUDES RELATIVE TO CHANGES IN THERMAL DEPTH AND INTENSITY,journal-article,Shannon,"Harlan D. Shannon, George S. Young, Michael A. Yates, Mark R. Fuller, William S. Seegar"
Journal of Statistical Software,2017-01-11,10.18637/jss.v076.i01,<i>Stan</i>: A Probabilistic Programming Language,journal-article,Carpenter,"Bob Carpenter, Andrew Gelman, Matthew D. Hoffman, Daniel Lee, Ben Goodrich, Michael Betancourt, Marcus Brubaker, Jiqiang Guo, Peter Li, Allen Riddell"
Ecological Monographs,2007-06-06,10.1890/0012-9615(2001)071[0137:cdpopa]2.0.co;2,COMPARATIVE DIVING PATTERNS OF PINNIPEDS AND SEABIRDS,journal-article,Schreer,"Jason F. Schreer, Kit M. Kovacs, R. J. O'Hara Hines"
Ecology,2007-06-04,10.1890/0012-9658(2006)87[3095:lmdaht]2.0.co;2,"LINKING MOVEMENT, DIVING, AND HABITAT TO FORAGING SUCCESS IN A LARGE MARINE PREDATOR",journal-article,Austin,"Deborah Austin, W. Don Bowen, Jim I. McMillan, Sara J. Iverson"
Ecological Monographs,2008-07-22,10.1890/06-0534,STATE–SPACE MODELS LINK ELK MOVEMENT PATTERNS TO LANDSCAPE CHARACTERISTICS IN YELLOWSTONE NATIONAL PARK,journal-article,Forester,"James D. Forester, Anthony R. Ives, Monica G. Turner, Dean P. Anderson, Daniel Fortin, Hawthorne L. Beyer, Douglas W. Smith, Mark S. Boyce"
Ecology,2007-09-13,10.1890/06-0957.1,ANALYZING ANIMAL MOVEMENTS USING BROWNIAN BRIDGES,journal-article,Horne,"Jon S. Horne, Edward O. Garton, Stephen M. Krone, Jesse S. Lewis"
Ecological Monographs,2009-10-16,10.1890/07-2111.1,Wind field and sex constrain the flight speeds of central-place foraging albatrosses,journal-article,Wakefield,"Ewan D. Wakefield, Richard A. Phillips, Jason Matthiopoulos, Akira Fukuda, Hiroyoshi Higuchi, Gareth J. Marshall, Philip N. Trathan"
Ecology,2010-04-16,10.1890/08-1554.1,The role of body size in individual-based foraging strategies of a top marine predator,journal-article,Weise,"Michael J. Weise, James T. Harvey, Daniel P. Costa"
Ecology,2012-11-12,10.1890/12-0954.1,Combining individual animal movement and ancillary biotelemetry data to investigate population-level activity budgets,journal-article,McClintock,"Brett T. McClintock, Deborah J. F. Russell, Jason Matthiopoulos, Ruth King"
Ecological Applications,2014-05-28,10.1890/13-1971.1,Novel opportunities for wildlife conservation and research with real-time monitoring,journal-article,Wall,"Jake Wall, George Wittemyer, Brian Klinkenberg, Iain Douglas-Hamilton"
Journal of Wildlife Management,2008-01-29,10.2193/2005-589,A Critical Review of Home Range Studies,journal-article,Laver,"Peter N. Laver, Marcella J. Kelly"
Ecology,2006-05-09,10.2307/1941447,The Problem of Pattern and Scale in Ecology: The Robert H. MacArthur Award Lecture,journal-article,Levin,Simon A. Levin
Journal of Avian Biology,2007-03-06,10.2307/3677173,Behaviour and Physiology of Svalbard Barnacle Geese Branta leucopsis during Their Autumn Migration,journal-article,Butler,"P. J. Butler, A. J. Woakes, C. M. Bishop"
The Journal of Animal Ecology,2006-06-17,10.2307/5256,Using Stable Isotopes to Determine Seabird Trophic Relationships,journal-article,Hobson,"Keith A. Hobson, John F. Piatt, Jay Pitocchelli"
Endangered Species Research,2008-03-25,10.3354/esr00091,Identification of imperial cormorant Phalacrocorax atriceps behaviour using accelerometers,journal-article,Gómez Laich,"A Gómez Laich, RP Wilson, F Quintana, ELC Shepard"
Endangered Species Research,2009-02-19,10.3354/esr00188,Diving into the world of biologging,journal-article,Ropert-Coudert,"Y Ropert-Coudert, M Beaulieu, N Hanuise, A Kato"
Endangered Species Research,2009-08-27,10.3354/esr00226,Inter-animal telemetry: results from first deployment of acoustic ‘business card’ tags,journal-article,Holland,"KN Holland, CG Meyer, LC Dagorn"
Marine Ecology Progress Series,2007-09-12,10.3354/meps040205,Ashmole's halo: direct evidence for prey depletion by a seabird,journal-article,Birt,"VL Birt, TP Birt, D Goulet, DK Cairns, WA Montevecchi"
Marine Ecology Progress Series,2009-03-19,10.3354/meps08003,Diel changes in humpback whale Megaptera novaeangliae feeding behavior in response to sand lance Ammodytes spp. behavior and distribution,journal-article,Friedlaender,"AS Friedlaender, EL Hazen, DP Nowacek, PN Halpin, C Ware, MT Weinrich, T Hurst, D Wiley"
Marine Ecology Progress Series,2013-08-30,10.3354/meps10541,Extreme diel variation in the feeding behavior of humpback whales along the western Antarctic Peninsula during autumn,journal-article,Friedlaender,"AS Friedlaender, RB Tyson, AK Stimpert, AJ Read, DP Nowacek"
Marine Ecology Progress Series,2013-12-05,10.3354/meps10670,Predator-borne acoustic transceivers and GPS tracking reveal spatiotemporal patterns of encounters with acoustically tagged fish in the open ocean,journal-article,Lidgard,"DC Lidgard, WD Bowen, ID Jonsen, SJ Iverson"
Marine Ecology Progress Series,2014-10-10,10.3354/meps11058,Are bio-telemetric devices a drag? Effects of external tags on the diving behaviour of great cormorants,journal-article,Vandenabeele,"SP Vandenabeele, ELC Shepard, D Grémillet, PJ Butler, GR Martin, RP Wilson"
Marine Ecology Progress Series,2017-06-02,10.3354/meps12217,Causes and consequences of individual variability and specialization in foraging and migration strategies of seabirds,journal-article,Phillips,"RA Phillips, S Lewis, J González-Solís, F Daunt"
Marine Ecology Progress Series,2007-08-28,10.3354/meps200289,Can threshold foraging responses of basking sharks be used to estimate their metabolic rate?,journal-article,Sims,DW Sims
Marine Ecology Progress Series,2007-08-22,10.3354/meps248187,Seasonal movements and behaviour of basking sharks from archival tagging: no evidence of winter hibernation,journal-article,Sims,"DW Sims, EJ Southall, AJ Richardson, PC Reid, JD Metcalfe"
Marine Ecology Progress Series,2007-08-22,10.3354/meps264109,Classification of Weddell seal dives based on 3-dimensional movements and video-recorded observations,journal-article,Davis,"RW Davis, LA Fuiman, TM Williams, M Horning, W Hagey"
Marine Ecology Progress Series,2007-08-10,10.3354/meps329281,Geographical variation in carbon stable isotope signatures of marine predators: a tool to investigate their foraging areas in the Southern Ocean,journal-article,Cherel,"Y Cherel, KA Hobson"
